1936-03-16 02:00:00,2260.0
1936-03-16 04:00:00,2220.0
1936-03-16 06:00:00,2185.0
1936-03-16 08:00:00,2150.0
1936-03-16 10:00:00,2105.0
1936-03-16 12:00:00,2060.0
1936-03-16 14:00:00,2040.0
1936-03-16 16:00:00,2020.0
1936-03-16 18:00:00,2020.0
1936-03-16 20:00:00,2020.0
1936-03-16 22:00:00,2040.0
1936-03-17 00:00:00,2060.0
1936-03-17 02:00:00,2150.0
1936-03-17 04:00:00,2330.0
1936-03-17 06:00:00,2620.0
1936-03-17 08:00:00,2930.0
1936-03-17 10:00:00,3380.0
1936-03-17 12:00:00,3860.0
1936-03-17 14:00:00,4740.0
1936-03-17 16:00:00,6960.0
1936-03-17 18:00:00,10800.0
1936-03-17 20:00:00,16900.0
1936-03-17 22:00:00,25800.0
1936-03-18 00:00:00,38000.0
1936-03-18 02:00:00,51900.0
1936-03-18 04:00:00,69700.0
1936-03-18 06:00:00,94100.0
1936-03-18 08:00:00,103000.0
1936-03-18 10:00:00,97600.0
1936-03-18 12:00:00,94800.0
1936-03-18 14:00:00,77300.0
1936-03-18 16:00:00,66100.0
1936-03-18 18:00:00,53900.0
1936-03-18 20:00:00,41900.0
1936-03-18 22:00:00,31900.0
1936-03-19 00:00:00,26900.0
1936-03-19 02:00:00,23950.0
1936-03-19 04:00:00,21000.0
1936-03-19 06:00:00,19100.0
1936-03-19 08:00:00,17200.0
1936-03-19 10:00:00,16050.0
1936-03-19 12:00:00,14900.0
1936-03-19 14:00:00,13850.0
1936-03-19 16:00:00,12800.0
1936-03-19 18:00:00,11800.0
1936-03-19 20:00:00,10800.0
1936-03-19 22:00:00,10030.0
1936-03-20 00:00:00,9260.0
1936-03-20 02:00:00,8615.0
1936-03-20 04:00:00,7970.0
1936-03-20 06:00:00,7465.0
1936-03-20 08:00:00,6960.0
1936-03-20 10:00:00,6565.0
1936-03-20 12:00:00,6170.0
1936-03-20 14:00:00,5870.0
1936-03-20 16:00:00,5570.0
1936-03-20 18:00:00,5360.0
1936-03-20 20:00:00,5150.0
1936-03-20 22:00:00,5080.0
1936-03-21 00:00:00,5010.0
1936-03-21 02:00:00,5080.0
1936-03-21 04:00:00,5150.0
1936-03-21 06:00:00,5360.0
1936-03-21 08:00:00,5570.0
1936-03-21 10:00:00,7320.0
1936-03-21 12:00:00,9070.0
1936-03-21 14:00:00,10835.0
1936-03-21 16:00:00,12600.0
1936-03-21 18:00:00,11850.0
1936-03-21 20:00:00,11100.0
1936-03-21 22:00:00,10180.0
1936-03-22 00:00:00,9260.0
1936-03-22 02:00:00,8705.0
1936-03-22 04:00:00,8150.0
1936-03-22 06:00:00,7635.0
1936-03-22 08:00:00,7120.0
1936-03-22 10:00:00,6800.0
1936-03-22 12:00:00,6480.0
1936-03-22 14:00:00,6175.0
1936-03-22 16:00:00,5870.0
1936-03-22 18:00:00,5650.0
1936-03-22 20:00:00,5430.0
1936-03-22 22:00:00,5220.0
1936-03-23 00:00:00,5010.0
1936-03-23 02:00:00,4940.0
1936-03-23 04:00:00,4870.0
1936-03-23 06:00:00,4805.0
1936-03-23 08:00:00,4740.0
1936-03-23 10:00:00,4675.0
1936-03-23 12:00:00,4610.0
1936-03-23 14:00:00,4740.0
1936-03-23 16:00:00,4870.0
1936-03-23 18:00:00,4870.0
1936-03-23 20:00:00,4870.0
1936-03-23 22:00:00,4805.0
1936-03-24 00:00:00,4740.0
1936-03-24 02:00:00,4545.0
1936-03-24 04:00:00,4350.0
1936-03-24 06:00:00,4165.0
1936-03-24 08:00:00,3980.0
1936-03-24 10:00:00,3920.0
1936-03-24 12:00:00,3860.0
1936-03-24 14:00:00,3800.0
1936-03-24 16:00:00,3740.0
1936-03-24 18:00:00,3720.0
1936-03-24 20:00:00,3700.0
1936-03-24 22:00:00,3725.0
1936-03-25 00:00:00,3750.0
1936-03-25 02:00:00,3805.0
1936-03-25 04:00:00,3860.0
1936-03-25 06:00:00,3915.0
1936-03-25 08:00:00,3970.0
1936-03-25 10:00:00,4085.0
1936-03-25 12:00:00,4200.0
1936-03-25 14:00:00,4210.0
1936-03-25 16:00:00,4140.0
1936-03-25 18:00:00,4040.0
1936-03-25 20:00:00,3940.0
1936-03-25 22:00:00,3850.0
1936-03-26 00:00:00,3760.0
