agency_cd	site_no	parameter_cd	ts_id	month_nu	day_nu	begin_yr	end_yr	count_nu	max_va_yr	max_va	min_va_yr	min_va	mean_va	p05_va	p10_va	p20_va	p25_va	p50_va	p75_va	p80_va	p90_va	p95_va
USGS	14105700	00060	113459	2	21	1894	1894	1	1894	103000	1894	103000	103000					103000				
USGS	14105700	00060	113459	2	22	1894	1894	1	1894	102000	1894	102000	102000					102000				
USGS	14105700	00060	113459	2	23	1894	1894	1	1894	101000	1894	101000	101000					101000				
USGS	14105700	00060	113459	2	24	1894	1894	1	1894	92000	1894	92000	92000					92000				
USGS	14105700	00060	113459	2	25	1894	1894	1	1894	90000	1894	90000	90000					90000				
USGS	14105700	00060	113459	2	26	1894	1894	1	1894	88000	1894	88000	88000					88000				
USGS	14105700	00060	113459	2	27	1894	1894	1	1894	95000	1894	95000	95000					95000				
USGS	14105700	00060	113459	2	28	1894	1894	1	1894	107000	1894	107000	107000					107000				
USGS	14105700	00060	113459	3	1	1894	1894	1	1894	115000	1894	115000	115000					115000				
USGS	14105700	00060	113459	3	2	1894	1894	1	1894	114000	1894	114000	114000					114000				
USGS	14105700	00060	113459	3	3	1894	1894	1	1894	120000	1894	120000	120000					120000				
USGS	14105700	00060	113459	3	4	1894	1894	1	1894	118000	1894	118000	118000					118000				
USGS	14105700	00060	113459	3	5	1894	1894	1	1894	118000	1894	118000	118000					118000				
USGS	14105700	00060	113459	3	6	1894	1894	1	1894	118000	1894	118000	118000					118000				
USGS	14105700	00060	113459	3	7	1894	1894	1	1894	113000	1894	113000	113000					113000				
USGS	14105700	00060	113459	3	8	1894	1894	1	1894	115000	1894	115000	115000					115000				
USGS	14105700	00060	113459	3	9	1894	1894	1	1894	114000	1894	114000	114000					114000				
USGS	14105700	00060	113459	3	10	1894	1894	1	1894	114000	1894	114000	114000					114000				
USGS	14105700	00060	113459	3	11	1894	1894	1	1894	117000	1894	117000	117000					117000				
USGS	14105700	00060	113459	3	12	1894	1894	1	1894	117000	1894	117000	117000					117000				
USGS	14105700	00060	113459	3	13	1894	1894	1	1894	115000	1894	115000	115000					115000				
USGS	14105700	00060	113459	3	14	1894	1894	1	1894	118000	1894	118000	118000					118000				
USGS	14105700	00060	113459	3	15	1894	1894	1	1894	136000	1894	136000	136000					136000				
USGS	14105700	00060	113459	3	16	1894	1894	1	1894	168000	1894	168000	168000					168000				
USGS	14105700	00060	113459	3	17	1894	1894	1	1894	216000	1894	216000	216000					216000				
USGS	14105700	00060	113459	3	18	1894	1894	1	1894	252000	1894	252000	252000					252000				
USGS	14105700	00060	113459	3	19	1894	1894	1	1894	245000	1894	245000	245000					245000				
USGS	14105700	00060	113459	3	20	1894	1894	1	1894	242000	1894	242000	242000					242000				
USGS	14105700	00060	113459	3	21	1894	1894	1	1894	232000	1894	232000	232000					232000				
USGS	14105700	00060	113459	3	22	1894	1894	1	1894	202000	1894	202000	202000					202000				
USGS	14105700	00060	113459	3	23	1894	1894	1	1894	178000	1894	178000	178000					178000				
USGS	14105700	00060	113459	3	24	1894	1894	1	1894	163000	1894	163000	163000					163000				
USGS	14105700	00060	113459	3	25	1894	1894	1	1894	160000	1894	160000	160000					160000				
USGS	14105700	00060	113459	3	26	1894	1894	1	1894	155000	1894	155000	155000					155000				
USGS	14105700	00060	113459	3	27	1894	1894	1	1894	160000	1894	160000	160000					160000				
USGS	14105700	00060	113459	3	28	1894	1894	1	1894	174000	1894	174000	174000					174000				
USGS	14105700	00060	113459	3	29	1894	1894	1	1894	208000	1894	208000	208000					208000				
USGS	14105700	00060	113459	3	30	1894	1894	1	1894	249000	1894	249000	249000					249000				
USGS	14105700	00060	113459	3	31	1894	1894	1	1894	284000	1894	284000	284000					284000				
USGS	14105700	00060	113459	4	1	1894	1894	1	1894	322000	1894	322000	322000					322000				
USGS	14105700	00060	113459	4	2	1894	1894	1	1894	311000	1894	311000	311000					311000				
USGS	14105700	00060	113459	4	3	1894	1894	1	1894	299000	1894	299000	299000					299000				
USGS	14105700	00060	113459	4	4	1894	1894	1	1894	297000	1894	297000	297000					297000				
USGS	14105700	00060	113459	4	5	1894	1894	1	1894	291000	1894	291000	291000					291000				
USGS	14105700	00060	113459	4	6	1894	1894	1	1894	275000	1894	275000	275000					275000				
USGS	14105700	00060	113459	4	7	1894	1894	1	1894	270000	1894	270000	270000					270000				
USGS	14105700	00060	113459	4	8	1894	1894	1	1894	266000	1894	266000	266000					266000				
USGS	14105700	00060	113459	4	9	1894	1894	1	1894	279000	1894	279000	279000					279000				
USGS	14105700	00060	113459	4	10	1894	1894	1	1894	292000	1894	292000	292000					292000				
USGS	14105700	00060	113459	4	11	1894	1894	1	1894	283000	1894	283000	283000					283000				
USGS	14105700	00060	113459	4	12	1894	1894	1	1894	302000	1894	302000	302000					302000				
USGS	14105700	00060	113459	4	13	1894	1894	1	1894	323000	1894	323000	323000					323000				
USGS	14105700	00060	113459	4	14	1894	1894	1	1894	325000	1894	325000	325000					325000				
USGS	14105700	00060	113459	4	15	1894	1894	1	1894	328000	1894	328000	328000					328000				
USGS	14105700	00060	113459	4	16	1894	1894	1	1894	330000	1894	330000	330000					330000				
USGS	14105700	00060	113459	4	17	1894	1894	1	1894	322000	1894	322000	322000					322000				
USGS	14105700	00060	113459	4	18	1894	1894	1	1894	307000	1894	307000	307000					307000				
USGS	14105700	00060	113459	4	19	1894	1894	1	1894	291000	1894	291000	291000					291000				
USGS	14105700	00060	113459	4	20	1894	1894	1	1894	283000	1894	283000	283000					283000				
USGS	14105700	00060	113459	4	21	1894	1894	1	1894	279000	1894	279000	279000					279000				
USGS	14105700	00060	113459	4	22	1894	1894	1	1894	283000	1894	283000	283000					283000				
USGS	14105700	00060	113459	4	23	1894	1894	1	1894	308000	1894	308000	308000					308000				
USGS	14105700	00060	113459	4	24	1894	1894	1	1894	340000	1894	340000	340000					340000				
USGS	14105700	00060	113459	4	25	1894	1894	1	1894	337000	1894	337000	337000					337000				
USGS	14105700	00060	113459	4	26	1894	1894	1	1894	377000	1894	377000	377000					377000				
USGS	14105700	00060	113459	4	27	1894	1894	1	1894	409000	1894	409000	409000					409000				
USGS	14105700	00060	113459	4	28	1894	1894	1	1894	430000	1894	430000	430000					430000				
USGS	14105700	00060	113459	4	29	1894	1894	1	1894	465000	1894	465000	465000					465000				
USGS	14105700	00060	113459	4	30	1894	1894	1	1894	463000	1894	463000	463000					463000				
USGS	14105700	00060	113459	5	1	1894	1894	1	1894	461000	1894	461000	461000					461000				
USGS	14105700	00060	113459	5	2	1894	1894	1	1894	451000	1894	451000	451000					451000				
USGS	14105700	00060	113459	5	3	1894	1894	1	1894	432000	1894	432000	432000					432000				
USGS	14105700	00060	113459	5	4	1894	1894	1	1894	416000	1894	416000	416000					416000				
USGS	14105700	00060	113459	5	5	1894	1894	1	1894	409000	1894	409000	409000					409000				
USGS	14105700	00060	113459	5	6	1894	1894	1	1894	395000	1894	395000	395000					395000				
USGS	14105700	00060	113459	5	7	1894	1894	1	1894	407000	1894	407000	407000					407000				
USGS	14105700	00060	113459	5	8	1894	1894	1	1894	422000	1894	422000	422000					422000				
USGS	14105700	00060	113459	5	9	1894	1894	1	1894	437000	1894	437000	437000					437000				
USGS	14105700	00060	113459	5	10	1894	1894	1	1894	435000	1894	435000	435000					435000				
USGS	14105700	00060	113459	5	11	1894	1894	1	1894	441000	1894	441000	441000					441000				
USGS	14105700	00060	113459	5	12	1894	1894	1	1894	435000	1894	435000	435000					435000				
USGS	14105700	00060	113459	5	13	1894	1894	1	1894	437000	1894	437000	437000					437000				
USGS	14105700	00060	113459	5	14	1894	1894	1	1894	439000	1894	439000	439000					439000				
USGS	14105700	00060	113459	5	15	1894	1894	1	1894	461000	1894	461000	461000					461000				
USGS	14105700	00060	113459	5	16	1894	1894	1	1894	491000	1894	491000	491000					491000				
USGS	14105700	00060	113459	5	17	1894	1894	1	1894	518000	1894	518000	518000					518000				
USGS	14105700	00060	113459	5	18	1894	1894	1	1894	528000	1894	528000	528000					528000				
USGS	14105700	00060	113459	5	19	1894	1894	1	1894	522000	1894	522000	522000					522000				
USGS	14105700	00060	113459	5	20	1894	1894	1	1894	522000	1894	522000	522000					522000				
USGS	14105700	00060	113459	5	21	1894	1894	1	1894	558000	1894	558000	558000					558000				
USGS	14105700	00060	113459	5	22	1894	1894	1	1894	617000	1894	617000	617000					617000				
USGS	14105700	00060	113459	5	23	1894	1894	1	1894	647000	1894	647000	647000					647000				
USGS	14105700	00060	113459	5	24	1894	1894	1	1894	691000	1894	691000	691000					691000				
USGS	14105700	00060	113459	5	25	1894	1894	1	1894	734000	1894	734000	734000					734000				
USGS	14105700	00060	113459	5	26	1894	1894	1	1894	789000	1894	789000	789000					789000				
USGS	14105700	00060	113459	5	27	1894	1894	1	1894	853000	1894	853000	853000					853000				
USGS	14105700	00060	113459	5	28	1894	1894	1	1894	936000	1894	936000	936000					936000				
USGS	14105700	00060	113459	5	29	1894	1894	1	1894	986000	1894	986000	986000					986000				
USGS	14105700	00060	113459	5	30	1894	1894	1	1894	1050000	1894	1050000	1050000					1050000				
USGS	14105700	00060	113459	5	31	1894	1894	1	1894	1060000	1894	1060000	1060000					1060000				
USGS	14105700	00060	113459	6	1	1894	1894	1	1894	1080000	1894	1080000	1080000					1080000				
USGS	14105700	00060	113459	6	2	1894	1894	1	1894	1110000	1894	1110000	1110000					1110000				
USGS	14105700	00060	113459	6	3	1894	1894	1	1894	1150000	1894	1150000	1150000					1150000				
USGS	14105700	00060	113459	6	4	1894	1894	1	1894	1180000	1894	1180000	1180000					1180000				
USGS	14105700	00060	113459	6	5	1894	1894	1	1894	1200000	1894	1200000	1200000					1200000				
USGS	14105700	00060	113459	6	6	1894	1894	1	1894	1230000	1894	1230000	1230000					1230000				
USGS	14105700	00060	113459	6	7	1894	1894	1	1894	1210000	1894	1210000	1210000					1210000				
USGS	14105700	00060	113459	6	8	1894	1894	1	1894	1210000	1894	1210000	1210000					1210000				
USGS	14105700	00060	113459	6	9	1894	1894	1	1894	1200000	1894	1200000	1200000					1200000				
USGS	14105700	00060	113459	6	10	1894	1894	1	1894	1190000	1894	1190000	1190000					1190000				
USGS	14105700	00060	113459	6	11	1894	1894	1	1894	1140000	1894	1140000	1140000					1140000				
USGS	14105700	00060	113459	6	12	1894	1894	1	1894	1120000	1894	1120000	1120000					1120000				
USGS	14105700	00060	113459	6	13	1894	1894	1	1894	1080000	1894	1080000	1080000					1080000				
USGS	14105700	00060	113459	6	14	1894	1894	1	1894	1050000	1894	1050000	1050000					1050000				
USGS	14105700	00060	113459	6	15	1894	1894	1	1894	999000	1894	999000	999000					999000				
USGS	14105700	00060	113459	6	16	1894	1894	1	1894	966000	1894	966000	966000					966000				
USGS	14105700	00060	113459	6	17	1894	1894	1	1894	939000	1894	939000	939000					939000				
USGS	14105700	00060	113459	6	18	1894	1894	1	1894	924000	1894	924000	924000					924000				
USGS	14105700	00060	113459	6	19	1894	1894	1	1894	918000	1894	918000	918000					918000				
USGS	14105700	00060	113459	6	20	1894	1894	1	1894	908000	1894	908000	908000					908000				
USGS	14105700	00060	113459	6	21	1894	1894	1	1894	898000	1894	898000	898000					898000				
USGS	14105700	00060	113459	6	22	1894	1894	1	1894	884000	1894	884000	884000					884000				
USGS	14105700	00060	113459	6	23	1894	1894	1	1894	858000	1894	858000	858000					858000				
USGS	14105700	00060	113459	6	24	1894	1894	1	1894	850000	1894	850000	850000					850000				
USGS	14105700	00060	113459	6	25	1894	1894	1	1894	839000	1894	839000	839000					839000				
USGS	14105700	00060	113459	6	26	1894	1894	1	1894	829000	1894	829000	829000					829000				
USGS	14105700	00060	113459	6	27	1894	1894	1	1894	809000	1894	809000	809000					809000				
USGS	14105700	00060	113459	6	28	1894	1894	1	1894	789000	1894	789000	789000					789000				
USGS	14105700	00060	113459	6	29	1894	1894	1	1894	765000	1894	765000	765000					765000				
USGS	14105700	00060	113459	6	30	1894	1894	1	1894	741000	1894	741000	741000					741000				
USGS	14105700	00060	113459	7	1	1894	1894	1	1894	718000	1894	718000	718000					718000				
USGS	14105700	00060	113459	7	2	1894	1894	1	1894	707000	1894	707000	707000					707000				
USGS	14105700	00060	113459	7	3	1894	1894	1	1894	701000	1894	701000	701000					701000				
USGS	14105700	00060	113459	7	4	1894	1894	1	1894	685000	1894	685000	685000					685000				
USGS	14105700	00060	113459	7	5	1894	1894	1	1894	680000	1894	680000	680000					680000				
USGS	14105700	00060	113459	7	6	1894	1894	1	1894	676000	1894	676000	676000					676000				
USGS	14105700	00060	113459	7	7	1894	1894	1	1894	667000	1894	667000	667000					667000				
USGS	14105700	00060	113459	7	8	1894	1894	1	1894	663000	1894	663000	663000					663000				
USGS	14105700	00060	113459	7	9	1894	1894	1	1894	652000	1894	652000	652000					652000				
USGS	14105700	00060	113459	7	10	1894	1894	1	1894	630000	1894	630000	630000					630000				
USGS	14105700	00060	113459	7	11	1894	1894	1	1894	619000	1894	619000	619000					619000				
USGS	14105700	00060	113459	7	12	1894	1894	1	1894	608000	1894	608000	608000					608000				
USGS	14105700	00060	113459	7	13	1894	1894	1	1894	596000	1894	596000	596000					596000				
USGS	14105700	00060	113459	7	14	1894	1894	1	1894	581000	1894	581000	581000					581000				
USGS	14105700	00060	113459	7	15	1894	1894	1	1894	568000	1894	568000	568000					568000				
USGS	14105700	00060	113459	7	16	1894	1894	1	1894	555000	1894	555000	555000					555000				
USGS	14105700	00060	113459	7	17	1894	1894	1	1894	543000	1894	543000	543000					543000				
USGS	14105700	00060	113459	7	18	1894	1894	1	1894	526000	1894	526000	526000					526000				
USGS	14105700	00060	113459	7	19	1894	1894	1	1894	518000	1894	518000	518000					518000				
USGS	14105700	00060	113459	7	20	1894	1894	1	1894	501000	1894	501000	501000					501000				
USGS	14105700	00060	113459	7	21	1894	1894	1	1894	489000	1894	489000	489000					489000				
USGS	14105700	00060	113459	7	22	1894	1894	1	1894	477000	1894	477000	477000					477000				
USGS	14105700	00060	113459	7	23	1894	1894	1	1894	463000	1894	463000	463000					463000				
USGS	14105700	00060	113459	7	24	1894	1894	1	1894	453000	1894	453000	453000					453000				
USGS	14105700	00060	113459	7	25	1894	1894	1	1894	441000	1894	441000	441000					441000				
USGS	14105700	00060	113459	7	26	1894	1894	1	1894	432000	1894	432000	432000					432000				
USGS	14105700	00060	113459	7	27	1894	1894	1	1894	422000	1894	422000	422000					422000				
USGS	14105700	00060	113459	7	28	1894	1894	1	1894	412000	1894	412000	412000					412000				
USGS	14105700	00060	113459	7	29	1894	1894	1	1894	403000	1894	403000	403000					403000				
USGS	14105700	00060	113459	7	30	1894	1894	1	1894	385000	1894	385000	385000					385000				
USGS	14105700	00060	113459	7	31	1894	1894	1	1894	376000	1894	376000	376000					376000				
USGS	14105700	00060	113459	8	1	1894	1894	1	1894	372000	1894	372000	372000					372000				
USGS	14105700	00060	113459	8	2	1894	1894	1	1894	361000	1894	361000	361000					361000				
USGS	14105700	00060	113459	8	3	1894	1894	1	1894	347000	1894	347000	347000					347000				
USGS	14105700	00060	113459	8	4	1894	1894	1	1894	338000	1894	338000	338000					338000				
USGS	14105700	00060	113459	8	5	1894	1894	1	1894	329000	1894	329000	329000					329000				
USGS	14105700	00060	113459	8	6	1894	1894	1	1894	319000	1894	319000	319000					319000				
USGS	14105700	00060	113459	8	7	1894	1894	1	1894	312000	1894	312000	312000					312000				
USGS	14105700	00060	113459	8	8	1894	1894	1	1894	306000	1894	306000	306000					306000				
USGS	14105700	00060	113459	8	9	1894	1894	1	1894	300000	1894	300000	300000					300000				
USGS	14105700	00060	113459	8	10	1894	1894	1	1894	294000	1894	294000	294000					294000				
USGS	14105700	00060	113459	8	11	1894	1894	1	1894	288000	1894	288000	288000					288000				
USGS	14105700	00060	113459	8	12	1894	1894	1	1894	284000	1894	284000	284000					284000				
USGS	14105700	00060	113459	8	13	1894	1894	1	1894	278000	1894	278000	278000					278000				
USGS	14105700	00060	113459	8	14	1894	1894	1	1894	272000	1894	272000	272000					272000				
USGS	14105700	00060	113459	8	15	1894	1894	1	1894	266000	1894	266000	266000					266000				
USGS	14105700	00060	113459	8	16	1894	1894	1	1894	260000	1894	260000	260000					260000				
USGS	14105700	00060	113459	8	17	1894	1894	1	1894	254000	1894	254000	254000					254000				
USGS	14105700	00060	113459	8	18	1894	1894	1	1894	248000	1894	248000	248000					248000				
USGS	14105700	00060	113459	8	19	1894	1894	1	1894	245000	1894	245000	245000					245000				
USGS	14105700	00060	113459	8	20	1894	1894	1	1894	239000	1894	239000	239000					239000				
USGS	14105700	00060	113459	8	21	1894	1894	1	1894	235000	1894	235000	235000					235000				
USGS	14105700	00060	113459	8	22	1894	1894	1	1894	233000	1894	233000	233000					233000				
USGS	14105700	00060	113459	8	23	1894	1894	1	1894	230000	1894	230000	230000					230000				
USGS	14105700	00060	113459	8	24	1894	1894	1	1894	230000	1894	230000	230000					230000				
USGS	14105700	00060	113459	8	25	1894	1894	1	1894	228000	1894	228000	228000					228000				
USGS	14105700	00060	113459	8	26	1894	1894	1	1894	224000	1894	224000	224000					224000				
USGS	14105700	00060	113459	8	27	1894	1894	1	1894	222000	1894	222000	222000					222000				
USGS	14105700	00060	113459	8	28	1894	1894	1	1894	222000	1894	222000	222000					222000				
USGS	14105700	00060	113459	8	29	1894	1894	1	1894	221000	1894	221000	221000					221000				
USGS	14105700	00060	113459	8	30	1894	1894	1	1894	219000	1894	219000	219000					219000				
USGS	14105700	00060	113459	8	31	1894	1894	1	1894	217000	1894	217000	217000					217000				
USGS	14105700	00060	113459	9	1	1894	1894	1	1894	217000	1894	217000	217000					217000				
USGS	14105700	00060	113459	9	2	1894	1894	1	1894	215000	1894	215000	215000					215000				
USGS	14105700	00060	113459	9	3	1894	1894	1	1894	215000	1894	215000	215000					215000				
USGS	14105700	00060	113459	9	4	1894	1894	1	1894	212000	1894	212000	212000					212000				
USGS	14105700	00060	113459	9	5	1894	1894	1	1894	206000	1894	206000	206000					206000				
USGS	14105700	00060	113459	9	6	1894	1894	1	1894	204000	1894	204000	204000					204000				
USGS	14105700	00060	113459	9	7	1894	1894	1	1894	204000	1894	204000	204000					204000				
USGS	14105700	00060	113459	9	8	1894	1894	1	1894	199000	1894	199000	199000					199000				
USGS	14105700	00060	113459	9	9	1894	1894	1	1894	195000	1894	195000	195000					195000				
USGS	14105700	00060	113459	9	10	1894	1894	1	1894	194000	1894	194000	194000					194000				
USGS	14105700	00060	113459	9	11	1894	1894	1	1894	188000	1894	188000	188000					188000				
USGS	14105700	00060	113459	9	12	1894	1894	1	1894	185000	1894	185000	185000					185000				
USGS	14105700	00060	113459	9	13	1894	1894	1	1894	179000	1894	179000	179000					179000				
USGS	14105700	00060	113459	9	14	1894	1894	1	1894	176000	1894	176000	176000					176000				
USGS	14105700	00060	113459	9	15	1894	1894	1	1894	170000	1894	170000	170000					170000				
USGS	14105700	00060	113459	9	16	1894	1894	1	1894	169000	1894	169000	169000					169000				
USGS	14105700	00060	113459	9	17	1894	1894	1	1894	165000	1894	165000	165000					165000				
USGS	14105700	00060	113459	9	18	1894	1894	1	1894	164000	1894	164000	164000					164000				
USGS	14105700	00060	113459	9	19	1894	1894	1	1894	162000	1894	162000	162000					162000				
USGS	14105700	00060	113459	9	20	1894	1894	1	1894	162000	1894	162000	162000					162000				
USGS	14105700	00060	113459	9	21	1894	1894	1	1894	155000	1894	155000	155000					155000				
USGS	14105700	00060	113459	9	22	1894	1894	1	1894	154000	1894	154000	154000					154000				
USGS	14105700	00060	113459	9	23	1894	1894	1	1894	150000	1894	150000	150000					150000				
USGS	14105700	00060	113459	9	24	1894	1894	1	1894	149000	1894	149000	149000					149000				
USGS	14105700	00060	113459	9	25	1894	1894	1	1894	149000	1894	149000	149000					149000				
USGS	14105700	00060	113459	9	26	1894	1894	1	1894	149000	1894	149000	149000					149000				
USGS	14105700	00060	113459	9	27	1894	1894	1	1894	145000	1894	145000	145000					145000				
USGS	14105700	00060	113459	9	28	1894	1894	1	1894	142000	1894	142000	142000					142000				
USGS	14105700	00060	113459	9	29	1894	1894	1	1894	139000	1894	139000	139000					139000				
USGS	14105700	00060	113459	9	30	1894	1894	1	1894	137000	1894	137000	137000					137000				
USGS	14105700	00060	113459	10	1	1895	1895	1	1895	136000	1895	136000	136000					136000				
USGS	14105700	00060	113459	10	2	1895	1895	1	1895	134000	1895	134000	134000					134000				
USGS	14105700	00060	113459	10	3	1895	1895	1	1895	132000	1895	132000	132000					132000				
USGS	14105700	00060	113459	10	4	1895	1895	1	1895	132000	1895	132000	132000					132000				
USGS	14105700	00060	113459	10	5	1895	1895	1	1895	129000	1895	129000	129000					129000				
USGS	14105700	00060	113459	10	6	1895	1895	1	1895	132000	1895	132000	132000					132000				
USGS	14105700	00060	113459	10	7	1895	1895	1	1895	134000	1895	134000	134000					134000				
USGS	14105700	00060	113459	10	8	1895	1895	1	1895	132000	1895	132000	132000					132000				
USGS	14105700	00060	113459	10	9	1895	1895	1	1895	136000	1895	136000	136000					136000				
USGS	14105700	00060	113459	10	10	1895	1895	1	1895	139000	1895	139000	139000					139000				
USGS	14105700	00060	113459	10	11	1895	1895	1	1895	139000	1895	139000	139000					139000				
USGS	14105700	00060	113459	10	12	1895	1895	1	1895	139000	1895	139000	139000					139000				
USGS	14105700	00060	113459	10	13	1895	1895	1	1895	137000	1895	137000	137000					137000				
USGS	14105700	00060	113459	10	14	1895	1895	1	1895	136000	1895	136000	136000					136000				
USGS	14105700	00060	113459	10	15	1895	1895	1	1895	136000	1895	136000	136000					136000				
USGS	14105700	00060	113459	10	16	1895	1895	1	1895	136000	1895	136000	136000					136000				
USGS	14105700	00060	113459	10	17	1895	1895	1	1895	131000	1895	131000	131000					131000				
USGS	14105700	00060	113459	10	18	1895	1895	1	1895	130000	1895	130000	130000					130000				
USGS	14105700	00060	113459	10	19	1895	1895	1	1895	128000	1895	128000	128000					128000				
USGS	14105700	00060	113459	10	20	1895	1895	1	1895	128000	1895	128000	128000					128000				
USGS	14105700	00060	113459	10	21	1895	1895	1	1895	125000	1895	125000	125000					125000				
USGS	14105700	00060	113459	10	22	1895	1895	1	1895	125000	1895	125000	125000					125000				
USGS	14105700	00060	113459	10	23	1895	1895	1	1895	128000	1895	128000	128000					128000				
USGS	14105700	00060	113459	10	24	1895	1895	1	1895	132000	1895	132000	132000					132000				
USGS	14105700	00060	113459	10	25	1895	1895	1	1895	134000	1895	134000	134000					134000				
USGS	14105700	00060	113459	10	26	1895	1895	1	1895	132000	1895	132000	132000					132000				
USGS	14105700	00060	113459	10	27	1895	1895	1	1895	131000	1895	131000	131000					131000				
USGS	14105700	00060	113459	10	28	1895	1895	1	1895	132000	1895	132000	132000					132000				
USGS	14105700	00060	113459	10	29	1895	1895	1	1895	132000	1895	132000	132000					132000				
USGS	14105700	00060	113459	10	30	1895	1895	1	1895	134000	1895	134000	134000					134000				
USGS	14105700	00060	113459	10	31	1895	1895	1	1895	132000	1895	132000	132000					132000				
