agency_cd	site_no	parameter_cd	ts_id	month_nu	day_nu	begin_yr	end_yr	count_nu	max_va_yr	max_va	min_va_yr	min_va	mean_va	p05_va	p10_va	p20_va	p25_va	p50_va	p75_va	p80_va	p90_va	p95_va
USGS	14105700	00060	113459	11	16	1949	1949	1	1949	83200	1949	83200	83200					83200				
USGS	14105700	00060	113459	11	17	1949	1949	1	1949	83400	1949	83400	83400					83400				
USGS	14105700	00060	113459	11	18	1949	1949	1	1949	83700	1949	83700	83700					83700				
USGS	14105700	00060	113459	11	19	1949	1949	1	1949	85000	1949	85000	85000					85000				
USGS	14105700	00060	113459	11	20	1949	1949	1	1949	85200	1949	85200	85200					85200				
USGS	14105700	00060	113459	11	21	1949	1949	1	1949	84300	1949	84300	84300					84300				
USGS	14105700	00060	113459	11	22	1949	1949	1	1949	83000	1949	83000	83000					83000				
USGS	14105700	00060	113459	11	23	1949	1949	1	1949	83200	1949	83200	83200					83200				
USGS	14105700	00060	113459	11	24	1949	1949	1	1949	83000	1949	83000	83000					83000				
USGS	14105700	00060	113459	11	25	1949	1949	1	1949	84300	1949	84300	84300					84300				
USGS	14105700	00060	113459	11	26	1949	1949	1	1949	88300	1949	88300	88300					88300				
USGS	14105700	00060	113459	11	27	1949	1949	1	1949	92700	1949	92700	92700					92700				
USGS	14105700	00060	113459	11	28	1949	1949	1	1949	89000	1949	89000	89000					89000				
USGS	14105700	00060	113459	11	29	1949	1949	1	1949	86500	1949	86500	86500					86500				
USGS	14105700	00060	113459	11	30	1949	1949	1	1949	85200	1949	85200	85200					85200				
USGS	14105700	00060	113459	12	1	1949	1949	1	1949	83900	1949	83900	83900					83900				
USGS	14105700	00060	113459	12	2	1949	1949	1	1949	83900	1949	83900	83900					83900				
USGS	14105700	00060	113459	12	3	1949	1949	1	1949	85400	1949	85400	85400					85400				
USGS	14105700	00060	113459	12	4	1949	1949	1	1949	85600	1949	85600	85600					85600				
USGS	14105700	00060	113459	12	5	1949	1949	1	1949	86700	1949	86700	86700					86700				
USGS	14105700	00060	113459	12	6	1949	1949	1	1949	87600	1949	87600	87600					87600				
USGS	14105700	00060	113459	12	7	1949	1949	1	1949	88300	1949	88300	88300					88300				
USGS	14105700	00060	113459	12	8	1949	1949	1	1949	89200	1949	89200	89200					89200				
USGS	14105700	00060	113459	12	9	1949	1949	1	1949	89500	1949	89500	89500					89500				
USGS	14105700	00060	113459	12	10	1949	1949	1	1949	89700	1949	89700	89700					89700				
USGS	14105700	00060	113459	12	11	1949	1949	1	1949	90400	1949	90400	90400					90400				
USGS	14105700	00060	113459	12	12	1949	1949	1	1949	93400	1949	93400	93400					93400				
USGS	14105700	00060	113459	12	13	1949	1949	1	1949	96100	1949	96100	96100					96100				
USGS	14105700	00060	113459	12	14	1949	1949	1	1949	96100	1949	96100	96100					96100				
USGS	14105700	00060	113459	12	15	1949	1949	1	1949	94800	1949	94800	94800					94800				
USGS	14105700	00060	113459	12	16	1949	1949	1	1949	93600	1949	93600	93600					93600				
USGS	14105700	00060	113459	12	17	1949	1949	1	1949	93200	1949	93200	93200					93200				
USGS	14105700	00060	113459	12	18	1949	1949	1	1949	91300	1949	91300	91300					91300				
USGS	14105700	00060	113459	12	19	1949	1949	1	1949	89200	1949	89200	89200					89200				
USGS	14105700	00060	113459	12	20	1949	1949	1	1949	87600	1949	87600	87600					87600				
USGS	14105700	00060	113459	12	21	1949	1949	1	1949	87600	1949	87600	87600					87600				
USGS	14105700	00060	113459	12	22	1949	1949	1	1949	87000	1949	87000	87000					87000				
USGS	14105700	00060	113459	12	23	1949	1949	1	1949	87400	1949	87400	87400					87400				
USGS	14105700	00060	113459	12	24	1949	1949	1	1949	89000	1949	89000	89000					89000				
USGS	14105700	00060	113459	12	25	1949	1949	1	1949	88600	1949	88600	88600					88600				
USGS	14105700	00060	113459	12	26	1949	1949	1	1949	85200	1949	85200	85200					85200				
USGS	14105700	00060	113459	12	27	1949	1949	1	1949	83000	1949	83000	83000					83000				
USGS	14105700	00060	113459	12	28	1949	1949	1	1949	81900	1949	81900	81900					81900				
USGS	14105700	00060	113459	12	29	1949	1949	1	1949	81000	1949	81000	81000					81000				
USGS	14105700	00060	113459	12	30	1949	1949	1	1949	84300	1949	84300	84300					84300				
USGS	14105700	00060	113459	12	31	1949	1949	1	1949	87200	1949	87200	87200					87200				
